node	x	y	z
511369	737691.113556	4778023.230656	0.000000
511372	737661.486029	4778688.758262	0.000000
511375	737711.021561	4777298.586776	0.000000
511379	737675.803611	4778030.580359	0.000000
511381	737668.617670	4778591.499723	0.000000
511382	737682.539992	4778343.485761	0.000000
511384	737722.322809	4777125.927769	0.000000
511386	737692.845543	4777782.086060	0.000000
511388	737683.428647	4778361.441471	0.000000
511389	737693.266842	4778280.934470	0.000000
511390	737670.384598	4778710.818554	0.000000
511398	737722.831022	4777324.139939	0.000000
511400	737674.500064	4778729.198204	0.000000
511403	737692.621449	4778362.940852	0.000000
511405	737717.304988	4777581.353213	0.000000
511410	737715.918817	4777776.152484	0.000000
511412	737734.385937	4777242.547582	0.000000
511422	737741.765521	4777153.370630	0.000000
511425	737703.948622	4778274.546447	0.000000
511445	737741.153087	4777589.190448	0.000000
511447	737723.605034	4777945.782343	0.000000
511450	737735.062000	4777694.435647	0.000000
511453	737734.775286	4777704.522185	0.000000
511454	737729.014220	4777981.965021	0.000000
511456	737730.976690	4777806.867340	0.000000
511459	737741.772219	4777659.709916	0.000000
511462	737712.999318	4778615.354021	0.000000
511468	737759.123373	4777264.159551	0.000000
511474	737759.319525	4777297.536111	0.000000
511478	737759.280836	4777323.398795	0.000000
511481	737751.013654	4777650.269374	0.000000
511482	737746.014028	4777638.764137	0.000000
511489	737724.159780	4778490.192552	0.000000
511494	737724.689844	4778660.573771	0.000000
511496	737753.880161	4777883.312673	0.000000
511500	737736.371555	4778241.763076	0.000000
511501	737737.408903	4778399.018622	0.000000
511507	737716.670209	4778619.629707	0.000000
511512	737749.947645	4778007.458626	0.000000
511513	737759.756077	4777739.886545	0.000000
511514	737734.087871	4778346.196056	0.000000
511517	737732.106740	4778616.087488	0.000000
511520	737770.670663	4777492.435040	0.000000
511522	737743.501465	4778285.111244	0.000000
511526	737770.588077	4777515.349528	0.000000
511529	737769.779345	4777553.705961	0.000000
511531	737754.848264	4778233.289770	0.000000
511533	737765.575806	4777867.030322	0.000000
511539	737742.280237	4778360.959580	0.000000
511545	737747.053638	4778379.862598	0.000000
511548	737751.578891	4778326.046193	0.000000
511549	737774.217274	4777634.077170	0.000000
511559	737776.609578	4777597.733023	0.000000
511561	737743.024271	4778639.808433	0.000000
511566	737784.693969	4777482.071650	0.000000
511569	737766.295630	4778260.987745	0.000000
511573	737773.608074	4777188.040169	0.000000
511579	737772.877608	4778007.246861	0.000000
511580	737776.822693	4777981.965236	0.000000
511583	737801.101362	4777322.367097	0.000000
511585	737766.640988	4778378.066481	0.000000
511586	737801.742479	4777354.658369	0.000000
511588	737784.078596	4777939.775118	0.000000
511589	737766.943849	4778334.610704	0.000000
511595	737764.637683	4778538.629713	0.000000
511611	737811.268380	4777591.314402	0.000000
511612	737783.292118	4778400.886722	0.000000
511613	737780.795207	4778247.905659	0.000000
511614	737790.603969	4778191.149062	0.000000
511617	737788.264938	4778377.197707	0.000000
511622	737810.736331	4777672.857707	0.000000
511623	737788.330417	4778356.417535	0.000000
511625	737812.155171	4777798.168937	0.000000
511633	737831.218931	4777261.459945	0.000000
511642	737824.328218	4777714.296461	0.000000
511645	737796.932360	4778239.484251	0.000000
511649	737835.443978	4777382.943831	0.000000
511654	737838.785000	4777636.185793	0.000000
511655	737837.857561	4777412.995232	0.000000
511669	737817.221340	4778238.368791	0.000000
511671	737860.008648	4777131.465315	0.000000
511672	737846.793320	4777551.445220	0.000000
511673	737850.843825	4777437.722416	0.000000
511674	737848.841896	4777517.490899	0.000000
511675	737823.434964	4778296.051571	0.000000
511676	737850.207382	4777483.735130	0.000000
511677	737850.011634	4777489.577180	0.000000
511678	737849.982114	4777494.857935	0.000000
511681	737824.212758	4778334.674723	0.000000
511682	737849.637124	4777559.128005	0.000000
511684	737851.069080	4777564.081705	0.000000
511685	737859.877531	4777319.870282	0.000000
511687	737849.015905	4777711.599845	0.000000
511691	737849.590487	4777642.623081	0.000000
511692	737853.061469	4777719.624814	0.000000
511694	737855.238343	4777829.728790	0.000000
511702	737857.939159	4777602.984167	0.000000
511704	737858.771287	4777609.951811	0.000000
511706	737845.028454	4778061.081748	0.000000
511708	737869.796417	4777340.520758	0.000000
511709	737843.344079	4778204.309617	0.000000
511717	737850.208757	4778203.437296	0.000000
511727	737876.357368	4777438.234839	0.000000
511729	737874.846584	4777487.819779	0.000000
511733	737877.437450	4777469.840943	0.000000
511734	737882.701727	4777319.488229	0.000000
511739	737876.079389	4777535.587925	0.000000
511741	737873.920478	4777618.442192	0.000000
511743	737871.021118	4777719.239823	0.000000
511744	737872.148685	4777732.911758	0.000000
511746	737874.452179	4777708.228916	0.000000
511751	737853.638797	4778432.308756	0.000000
511752	737876.318261	4777772.854201	0.000000
511754	737853.852854	4778425.244183	0.000000
511755	737860.783108	4778030.263427	0.000000
511759	737878.900889	4777741.109064	0.000000
511762	737885.554587	4777701.955863	0.000000
511764	737871.262482	4778375.702747	0.000000
511776	737869.549349	4778425.469729	0.000000
511779	737895.881359	4777727.235295	0.000000
511782	737874.387903	4778441.561891	0.000000
511784	737899.195781	4777702.765659	0.000000
511789	737902.110325	4777680.183509	0.000000
511792	737911.355727	4777517.793792	0.000000
511793	737912.612526	4777489.260409	0.000000
511794	737892.640254	4778392.383511	0.000000
511801	737926.399415	4777123.497005	0.000000
511804	737910.660171	4777708.525527	0.000000
511806	737887.135285	4778423.837598	0.000000
511810	737918.728417	4777558.392934	0.000000
511813	737932.933903	4777178.322109	0.000000
511815	737911.135931	4777809.229763	0.000000
511816	737897.703843	4778566.481596	0.000000
511823	737919.526501	4777636.335544	0.000000
511825	737918.658480	4777713.230357	0.000000
511828	737897.570224	4778250.492005	0.000000
511829	737894.368504	4778391.643248	0.000000
511831	737900.002014	4778407.129372	0.000000
511834	737943.844876	4777142.319844	0.000000
511838	737907.533230	4778232.503712	0.000000
511844	737924.153102	4777798.042068	0.000000
511846	737909.785819	4778239.376426	0.000000
511850	737930.314122	4777722.844306	0.000000
511852	737920.436476	4778043.765902	0.000000
511855	737942.422238	4777439.051095	0.000000
511860	737921.578485	4778236.407864	0.000000
511863	737924.333546	4778102.224122	0.000000
511867	737952.651543	4777385.467271	0.000000
511874	737942.314541	4777757.578292	0.000000
511875	737957.608484	4777325.161068	0.000000
511878	737947.970119	4777619.870940	0.000000
511879	737944.032505	4777731.940965	0.000000
511883	737947.383002	4777662.115898	0.000000
511890	737947.944339	4777761.989189	0.000000
511891	737924.654961	4778308.792525	0.000000
511892	737943.472812	4778454.749225	0.000000
511893	737946.776135	4777678.562782	0.000000
511906	737932.965403	4778385.007209	0.000000
511908	737954.714507	4777819.357932	0.000000
511909	737935.378260	4778373.527113	0.000000
511911	737956.113526	4777797.723629	0.000000
511912	737953.055010	4778047.195571	0.000000
511919	737961.207633	4777807.909129	0.000000
511927	737980.928687	4777323.640227	0.000000
511929	737949.587484	4778284.799866	0.000000
511930	737955.345975	4778191.752208	0.000000
511931	737954.345179	4778194.052367	0.000000
511933	737940.153064	4778483.799941	0.000000
511935	737965.162364	4777825.994218	0.000000
511937	737983.409324	4777346.622024	0.000000
511946	737945.990673	4778522.355261	0.000000
511947	737973.166891	4777772.899820	0.000000
511953	737974.344434	4777832.719750	0.000000
511959	737979.874508	4777777.704212	0.000000
511960	737972.497261	4777999.437702	0.000000
511963	738017.536441	4777672.227213	0.000000
511967	737973.381159	4778080.719305	0.000000
511968	737975.160741	4778049.357538	0.000000
511971	737965.715167	4778327.962245	0.000000
511972	737967.847297	4778288.373173	0.000000
511976	737987.556833	4777853.730150	0.000000
511982	737984.296584	4778032.908298	0.000000
511984	738009.954802	4777321.095577	0.000000
511992	738032.579445	4777185.070602	0.000000
511998	738019.248809	4777261.185477	0.000000
512000	737988.719972	4778288.501771	0.000000
512005	737983.741152	4778438.731343	0.000000
512008	738018.869512	4777551.492994	0.000000
512010	737984.347140	4778231.561328	0.000000
512013	737999.897667	4778157.625553	0.000000
512019	738001.393994	4778180.083777	0.000000
512023	738036.884718	4777216.222309	0.000000
512026	738000.506550	4777989.774540	0.000000
512027	738009.040184	4778047.238368	0.000000
512031	737996.681037	4778450.714372	0.000000
512034	738016.936290	4777844.737562	0.000000
512044	738019.371145	4777935.013501	0.000000
512045	738012.767594	4778169.761799	0.000000
512047	738005.016205	4778447.614077	0.000000
512048	738049.898265	4777494.855089	0.000000
512049	738026.599279	4777813.206385	0.000000
512055	738024.845969	4777807.663190	0.000000
512056	738007.235087	4778413.710133	0.000000
512057	738023.397334	4777976.930399	0.000000
512058	738051.798323	4777292.122737	0.000000
512059	738008.329077	4778316.173982	0.000000
512068	738088.965912	4777600.577094	0.000000
512069	738079.263506	4777809.964531	0.000000
512070	738080.254517	4777789.060981	0.000000
512074	738063.372681	4778241.227333	0.000000
512075	738091.952291	4777572.226428	0.000000
512077	738093.198114	4777561.517321	0.000000
512080	738083.150210	4777826.490592	0.000000
512081	738083.798488	4777810.267531	0.000000
512082	738083.603052	4777885.340134	0.000000
512085	738097.171426	4777524.272115	0.000000
512089	738088.298457	4777472.778706	0.000000
512090	738094.320360	4777663.233971	0.000000
512092	738110.918803	4777206.799250	0.000000
512094	738101.239753	4777485.707001	0.000000
512100	738102.513528	4777474.198262	0.000000
512101	738079.888566	4778130.363888	0.000000
512106	738105.323489	4777525.046196	0.000000
512107	738098.855251	4777600.822533	0.000000
512113	738107.894887	4777475.698388	0.000000
512114	738110.730041	4777405.510590	0.000000
512115	738094.415910	4777873.597592	0.000000
512117	738113.139076	4777340.756503	0.000000
512131	738121.583113	4777423.881267	0.000000
512132	738106.440657	4777552.294841	0.000000
512133	738104.714796	4777992.892573	0.000000
512139	738127.192414	4777438.443757	0.000000
512140	738092.177425	4778298.754749	0.000000
512143	738109.603855	4777965.809303	0.000000
512148	738127.643235	4777477.767228	0.000000
512152	738105.016313	4778157.461946	0.000000
512156	738115.968017	4778019.828280	0.000000
512161	738133.575073	4777618.548275	0.000000
512162	738111.764368	4778279.501815	0.000000
512164	738123.320537	4777984.257898	0.000000
512166	738131.953048	4777708.093218	0.000000
512168	738154.995561	4777244.978284	0.000000
512169	738116.157379	4778169.882690	0.000000
512172	738113.057986	4778320.333708	0.000000
512177	738121.148303	4778179.275258	0.000000
512180	738150.347504	4777432.547755	0.000000
512183	738176.682495	4777490.911855	0.000000
512184	738160.096821	4777213.699248	0.000000
512186	738133.474091	4778018.649814	0.000000
512187	738133.588353	4778013.049532	0.000000
512194	738120.700324	4778447.998063	0.000000
512197	738129.344631	4778305.780271	0.000000
512203	738130.584062	4778338.370660	0.000000
512206	738157.946464	4777530.743487	0.000000
512211	738142.247045	4778018.656192	0.000000
512213	738151.529923	4777845.114659	0.000000
512216	738154.939637	4777810.952124	0.000000
512217	738156.460556	4777783.284137	0.000000
512218	738139.032140	4778330.181683	0.000000
512219	738151.542913	4777944.035015	0.000000
512220	738158.678129	4777742.908567	0.000000
512222	738162.882972	4777633.549799	0.000000
512223	738139.215028	4778346.389335	0.000000
512224	738160.326345	4777711.831317	0.000000
512227	738164.471161	4777601.858878	0.000000
512229	738149.149030	4778019.753627	0.000000
512231	738163.727184	4777677.690715	0.000000
512233	738165.716164	4777655.976952	0.000000
512234	738166.647994	4777637.239651	0.000000
512241	738160.767586	4777969.109647	0.000000
512243	738174.483044	4777630.997404	0.000000
512246	738166.839172	4777967.164662	0.000000
512250	738184.435606	4777533.170391	0.000000
512254	738170.012920	4777871.235642	0.000000
512262	738157.126747	4778365.507327	0.000000
512263	738186.755873	4777518.295639	0.000000
512264	738183.651891	4777628.082063	0.000000
512265	738173.967338	4777986.962068	0.000000
512267	738191.368687	4777486.076617	0.000000
512268	738178.054444	4777873.295852	0.000000
512269	738191.909034	4777482.503875	0.000000
512272	738194.479722	4777459.998719	0.000000
512274	738173.485871	4778002.134610	0.000000
512278	738166.345637	4778264.196404	0.000000
512285	738203.087105	4777520.234158	0.000000
512287	738168.038890	4778271.449977	0.000000
512293	738203.588295	4777337.145396	0.000000
512294	738200.689603	4777417.283031	0.000000
512295	738194.769990	4777549.121259	0.000000
512298	738207.075401	4777488.171225	0.000000
512299	738172.341796	4778220.127747	0.000000
512300	738204.178956	4777340.757667	0.000000
512301	738189.184599	4777808.435104	0.000000
512305	738180.466656	4778268.025914	0.000000
512313	738190.672193	4777883.566621	0.000000
512319	738197.590523	4777791.916103	0.000000
512324	738184.547927	4778239.124180	0.000000
512327	738197.795703	4777865.979794	0.000000
512329	738205.801817	4777755.797575	0.000000
512331	738189.646940	4778277.109096	0.000000
512334	738186.592893	4778074.136278	0.000000
512337	738185.862247	4778403.773666	0.000000
512339	738212.997833	4777595.148570	0.000000
512343	738210.784128	4777731.653181	0.000000
512344	738214.528925	4777624.991485	0.000000
512345	738198.473210	4778101.761257	0.000000
512347	738204.782403	4777854.870916	0.000000
512349	738189.671325	4778427.391449	0.000000
512350	738209.583775	4777952.413102	0.000000
512354	738209.346254	4777900.020358	0.000000
512355	738191.886766	4778404.562508	0.000000
512359	738190.394947	4778457.484173	0.000000
512363	738226.799299	4777568.076663	0.000000
512364	738201.927558	4778197.744133	0.000000
512369	738204.103475	4778353.817185	0.000000
512377	738221.251305	4777896.188861	0.000000
512380	738238.848704	4777410.288289	0.000000
512382	738207.627427	4778444.064840	0.000000
512385	738242.697500	4777397.601942	0.000000
512387	738213.548953	4778212.961750	0.000000
512388	738217.810650	4777971.537317	0.000000
512390	738241.722855	4777422.220010	0.000000
512392	738210.994177	4778399.025812	0.000000
512393	738233.900326	4777705.407300	0.000000
512396	738214.372989	4778310.309377	0.000000
512399	738226.223452	4777842.276946	0.000000
512404	738237.413353	4777704.885178	0.000000
512406	738231.142109	4777902.205649	0.000000
512407	738212.067221	4778250.449742	0.000000
512409	738230.118309	4777980.418507	0.000000
512410	738222.182560	4778184.096873	0.000000
512411	738224.605418	4778189.819226	0.000000
512415	738239.477203	4777690.357297	0.000000
512419	738249.240344	4777493.581504	0.000000
512425	738241.522945	4777684.969094	0.000000
512430	738218.922157	4778426.445985	0.000000
512432	738217.668122	4778473.026677	0.000000
512437	738253.588417	4777525.335408	0.000000
512441	738228.814871	4778381.601786	0.000000
512445	738223.528649	4778451.481632	0.000000
512446	738257.521816	4777494.849551	0.000000
512448	738244.372170	4777888.902134	0.000000
512456	738229.460364	4778417.651905	0.000000
512457	738227.762292	4778482.519959	0.000000
512459	738237.977480	4778167.780686	0.000000
512462	738229.317278	4778487.667117	0.000000
512469	738249.422827	4778000.497179	0.000000
512470	738266.093003	4777569.383658	0.000000
512474	738258.513455	4777832.764424	0.000000
512475	738254.684085	4777943.682034	0.000000
512477	738256.664645	4777866.303228	0.000000
512481	738274.538171	4777465.543877	0.000000
512482	738247.780607	4778156.025327	0.000000
512483	738275.288722	4777459.921363	0.000000
512485	738253.252285	4778108.102100	0.000000
512486	738259.850750	4777959.930524	0.000000
512487	738278.746288	4777426.038517	0.000000
512488	738245.798325	4778365.760867	0.000000
512491	738280.564361	4777409.456044	0.000000
512494	738246.356996	4778459.263016	0.000000
512498	738263.725303	4777971.430244	0.000000
512499	738265.643072	4777891.191494	0.000000
512500	738259.495792	4778087.726901	0.000000
512501	738266.727303	4778025.354126	0.000000
512504	738289.193421	4777278.691049	0.000000
512505	738275.440014	4777687.656088	0.000000
512508	738293.279499	4777245.241610	0.000000
512509	738251.288916	4778460.780960	0.000000
512510	738256.104728	4777852.495340	0.000000
512517	738296.379002	4777335.774549	0.000000
512521	738267.501229	4778132.741037	0.000000
512523	738260.884721	4777865.127550	0.000000
512530	738281.405487	4777997.890467	0.000000
512531	738284.332979	4777974.508223	0.000000
512532	738270.513640	4778317.031682	0.000000
512535	738279.644893	4778125.337496	0.000000
512536	738274.240771	4777847.758714	0.000000
512544	738290.252455	4777939.643975	0.000000
512545	738280.675426	4778231.198913	0.000000
512550	738278.524000	4778336.270773	0.000000
512555	738292.823626	4778093.462543	0.000000
512558	738287.489195	4778119.518276	0.000000
512564	738335.683766	4777150.195089	0.000000
512565	738292.018040	4778250.654626	0.000000
512570	738296.563022	4778106.959098	0.000000
512572	738300.764380	4778075.337293	0.000000
512574	738307.628114	4777979.237001	0.000000
512575	738298.149913	4778277.722967	0.000000
512578	738300.247343	4778353.065037	0.000000
512585	738330.217526	4777414.839497	0.000000
512586	738307.427101	4778060.914662	0.000000
512589	738332.776374	4777330.019687	0.000000
512590	738331.807625	4777401.518220	0.000000
512592	738318.950517	4777687.865487	0.000000
512593	738303.600344	4778253.939700	0.000000
512594	738308.948056	4778113.152218	0.000000
512597	738299.919971	4778386.178940	0.000000
512599	738320.131669	4777849.986245	0.000000
512604	738331.086730	4777537.908334	0.000000
512608	738342.430459	4777289.248123	0.000000
512610	738333.242625	4777523.316969	0.000000
512617	738332.649437	4777393.986328	0.000000
512618	738308.104889	4778356.408888	0.000000
512619	738330.772751	4777753.962489	0.000000
512623	738341.229710	4777514.133514	0.000000
512624	738342.234623	4777475.383467	0.000000
512631	738312.682906	4778473.069322	0.000000
512632	738316.946420	4778343.963943	0.000000
512634	738327.816665	4778044.136647	0.000000
512645	738354.669607	4777468.768537	0.000000
512646	738325.110175	4778345.772896	0.000000
512647	738336.621046	4778031.134422	0.000000
512648	738358.365600	4777442.288581	0.000000
512650	738355.225049	4777545.591107	0.000000
512653	738376.464883	4777136.064943	0.000000
512661	738334.300694	4778326.612805	0.000000
512672	738340.146195	4778421.467554	0.000000
512673	738346.273804	4778247.470731	0.000000
512675	738377.036413	4777423.693575	0.000000
512677	738354.908090	4778071.437788	0.000000
512679	738374.139603	4777536.556383	0.000000
512681	738375.527153	4777510.395991	0.000000
512686	738384.416127	4777302.381007	0.000000
512691	738354.728707	4778193.925282	0.000000
512693	738357.588019	4778235.134565	0.000000
512695	738362.867970	4778144.049394	0.000000
512699	738401.218688	4777131.782359	0.000000
512701	738392.693228	4777396.709072	0.000000
512702	738389.940102	4777482.867602	0.000000
512704	738393.041496	4777493.650919	0.000000
512706	738362.208633	4778350.562272	0.000000
512707	738381.490534	4777995.464413	0.000000
512708	738373.541253	4778203.590323	0.000000
512710	738384.265403	4777912.887096	0.000000
512714	738393.253233	4777791.030248	0.000000
512717	738389.902742	4777899.840845	0.000000
512723	738404.837200	4777539.776293	0.000000
512724	738405.886395	4777511.880521	0.000000
512726	738412.910336	4777331.821689	0.000000
512728	738407.722557	4777503.871915	0.000000
512729	738405.663239	4777548.067066	0.000000
512736	738415.006227	4777585.355531	0.000000
512738	738407.711681	4777956.606897	0.000000
512739	738415.524065	4777575.443828	0.000000
512740	738416.284833	4777561.615399	0.000000
512745	738401.396817	4778166.424596	0.000000
512748	738424.433293	4777428.598499	0.000000
512753	738416.438131	4777726.980632	0.000000
512754	738417.640687	4777720.084061	0.000000
512757	738394.468395	4778357.917973	0.000000
512759	738418.074230	4777754.725733	0.000000
512761	738425.106148	4777576.323925	0.000000
512763	738434.060033	4777335.297004	0.000000
512765	738417.031840	4777847.615957	0.000000
512767	738417.671417	4777507.311217	0.000000
512768	738416.061334	4777517.240305	0.000000
512769	738402.570172	4778320.061120	0.000000
512771	738413.688678	4778011.847058	0.000000
512774	738433.616135	4777401.543267	0.000000
512776	738437.570538	4777421.941559	0.000000
512780	738433.697422	4777585.731477	0.000000
512782	738420.615056	4777998.278833	0.000000
512784	738423.769541	4777965.163761	0.000000
512785	738413.937735	4778305.269474	0.000000
512789	738456.696447	4777122.103090	0.000000
512790	738433.634277	4777863.897779	0.000000
512791	738428.403803	4778082.982721	0.000000
512793	738452.500093	4777545.902820	0.000000
512799	738425.862734	4778319.241609	0.000000
512807	738456.673990	4777547.683451	0.000000
512813	738466.661419	4777432.911471	0.000000
512824	738457.348804	4777848.504071	0.000000
512830	738478.787255	4777526.862933	0.000000
512837	738457.079060	4778321.968673	0.000000
512841	738501.008420	4777111.388594	0.000000
512844	738500.207034	4777119.622428	0.000000
512846	738470.553984	4778004.218500	0.000000
512848	738484.062412	4777631.727700	0.000000
512854	738508.628794	4777143.435127	0.000000
512855	738480.153733	4777960.353927	0.000000
512858	738504.109131	4777280.737726	0.000000
512871	738473.506255	4778285.270595	0.000000
512876	738480.902601	4778112.352208	0.000000
512885	738485.504285	4778150.075411	0.000000
512886	738491.129869	4777992.840476	0.000000
512891	738522.485906	4777132.288931	0.000000
512892	738521.082016	4777190.795731	0.000000
512894	738491.727713	4778088.868354	0.000000
512895	738524.785449	4777111.976019	0.000000
512899	738505.881041	4777724.528483	0.000000
512900	738509.747206	4777599.401147	0.000000
512901	738513.805688	4777506.950033	0.000000
512902	738504.489649	4777799.893138	0.000000
512909	738496.989617	4778103.074398	0.000000
512911	738499.782787	4778045.616913	0.000000
512912	738532.295194	4777112.494585	0.000000
512918	738497.832053	4778234.460209	0.000000
512920	738535.720945	4777240.178807	0.000000
512925	738503.785940	4778316.620403	0.000000
512926	738504.867971	4778196.121338	0.000000
512927	738524.704277	4777945.467336	0.000000
512928	738531.157454	4777580.279735	0.000000
512929	738539.236831	4777286.136961	0.000000
512930	738540.167961	4777216.004707	0.000000
512942	738518.673180	4778051.204151	0.000000
512946	738537.820451	4777496.982277	0.000000
512947	738547.289167	4777328.406515	0.000000
512952	738516.490682	4778270.851908	0.000000
512957	738544.937338	4777576.903559	0.000000
512958	738538.977195	4777498.846385	0.000000
512963	738549.464189	4777588.381807	0.000000
512966	738545.500715	4777619.689395	0.000000
512967	738563.822048	4777125.362568	0.000000
512970	738564.538340	4777144.001895	0.000000
512971	738522.459677	4778304.408691	0.000000
512973	738533.626916	4778065.927413	0.000000
512974	738534.014717	4778025.065181	0.000000
512975	738551.665331	4777512.467276	0.000000
512980	738548.187974	4777679.529267	0.000000
512981	738554.137465	4777478.149665	0.000000
512983	738549.881068	4777689.807481	0.000000
512986	738563.942946	4777342.555393	0.000000
512987	738547.236992	4777993.614692	0.000000
512992	738572.449657	4777156.554881	0.000000
512996	738560.107467	4777415.354801	0.000000
512998	738548.737896	4777899.550581	0.000000
513001	738549.567309	4777878.185427	0.000000
513002	738539.807542	4778248.172394	0.000000
513004	738553.492093	4777884.282954	0.000000
513006	738548.164286	4778051.358109	0.000000
513010	738570.714635	4777458.636776	0.000000
513019	738562.834597	4777722.363342	0.000000
513024	738545.211384	4778253.198635	0.000000
513026	738555.439029	4777983.638409	0.000000
513036	738554.737424	4778173.292773	0.000000
513041	738570.557922	4777738.634889	0.000000
513042	738569.639578	4777767.658360	0.000000
513045	738559.687100	4778107.070653	0.000000
513052	738577.914724	4777710.926553	0.000000
513056	738580.788979	4777740.749984	0.000000
513060	738566.186496	4778188.527250	0.000000
513063	738570.192814	4778129.010605	0.000000
513065	738574.314182	4778036.661672	0.000000
513068	738607.847215	4777204.529825	0.000000
513074	738580.684588	4778156.231927	0.000000
513076	738578.182581	4778094.152268	0.000000
513081	738578.404779	4778269.261200	0.000000
513084	738582.040174	4778162.183928	0.000000
513086	738606.361941	4777552.477998	0.000000
513089	738587.872444	4778035.635253	0.000000
513090	738599.467593	4777733.331106	0.000000
513095	738603.360869	4777716.598924	0.000000
513097	738613.505952	4777521.315145	0.000000
513098	738587.430192	4778178.307128	0.000000
513100	738596.783874	4778066.815446	0.000000
513103	738597.853882	4778096.509026	0.000000
513106	738608.007585	4777695.100558	0.000000
513121	738598.422308	4778148.201956	0.000000
513123	738622.284124	4777555.626372	0.000000
513126	738627.794738	4777389.869791	0.000000
513129	738628.331697	4777359.643172	0.000000
513130	738613.339735	4777884.810529	0.000000
513139	738622.021862	4777663.622294	0.000000
513146	738628.681466	4777510.193122	0.000000
513147	738608.900366	4778066.483603	0.000000
513148	738609.450698	4778105.432781	0.000000
513149	738605.212478	4778255.299624	0.000000
513151	738627.849644	4777701.221734	0.000000
513154	738609.569590	4778245.322206	0.000000
513155	738641.931448	4777249.745817	0.000000
513156	738613.719612	4778157.755696	0.000000
513158	738631.934969	4777680.170746	0.000000
513161	738632.826871	4777703.786751	0.000000
513163	738623.221555	4778004.592751	0.000000
513166	738618.329235	4778241.748220	0.000000
513169	738628.644257	4777899.991051	0.000000
513171	738623.325165	4778105.840831	0.000000
513174	738648.868805	4777418.996161	0.000000
513175	738654.619253	4777280.602304	0.000000
513178	738624.283502	4778115.459536	0.000000
513180	738627.525973	4778015.662994	0.000000
513181	738666.350395	4777214.773395	0.000000
513186	738642.871422	4777713.089818	0.000000
513188	738655.348290	4777470.095434	0.000000
513191	738653.204275	4777672.987274	0.000000
513192	738675.611977	4777172.242622	0.000000
513201	738659.813515	4777660.820329	0.000000
513203	738679.881477	4777229.691653	0.000000
513213	738667.776878	4777731.175270	0.000000
513218	738659.633867	4778011.116491	0.000000
513222	738674.984452	4777590.975387	0.000000
513229	738653.692820	4778228.408941	0.000000
513235	738692.494282	4777261.290609	0.000000
513238	738698.000461	4777248.529062	0.000000
513242	738684.426515	4777651.674676	0.000000
513244	738699.003086	4777241.069535	0.000000
513248	738684.212830	4777664.287997	0.000000
513249	738669.595583	4777991.605703	0.000000
513255	738696.610292	4777265.193202	0.000000
513258	738688.883129	4777720.038729	0.000000
513259	738693.448055	4777667.624897	0.000000
513263	738706.047390	4777312.559831	0.000000
513264	738680.480966	4777958.750330	0.000000
513266	738697.839863	4777508.978964	0.000000
513269	738699.813656	4777564.268290	0.000000
513270	738710.756188	4777319.307588	0.000000
513276	738677.152116	4778109.827748	0.000000
513279	738708.688317	4777526.038425	0.000000
513283	738721.486475	4777223.453987	0.000000
513284	738683.004825	4778221.796508	0.000000
513285	738702.197622	4777957.843107	0.000000
513290	738722.212340	4777309.723409	0.000000
513292	738723.953732	4777224.885883	0.000000
513293	738713.249984	4777539.074769	0.000000
513294	738721.572588	4777251.000372	0.000000
513296	738720.685023	4777258.430568	0.000000
513297	738715.199846	4777526.900331	0.000000
513303	738692.457725	4778326.318945	0.000000
513305	738714.058861	4777884.813261	0.000000
513306	738705.771022	4778124.874444	0.000000
513311	738718.491553	4777874.315913	0.000000
513315	738731.308445	4777478.449167	0.000000
513316	738703.214618	4778336.881426	0.000000
513317	738744.901356	4777228.788734	0.000000
513318	738721.926882	4777877.638726	0.000000
513325	738722.839437	4778127.585169	0.000000
513326	738729.462033	4777787.188506	0.000000
513336	738710.737891	4778341.392727	0.000000
513343	738758.436258	4777396.146641	0.000000
513348	738746.778106	4777784.715021	0.000000
513349	738745.715500	4777878.983664	0.000000
513351	738765.871151	4777261.592408	0.000000
513356	738751.260618	4777791.399314	0.000000
513360	738754.930848	4777706.640396	0.000000
513368	738763.337500	4777521.570179	0.000000
513382	738764.662268	4777656.286810	0.000000
513385	738782.098596	4777266.975733	0.000000
513387	738761.421213	4777817.842049	0.000000
513391	738765.091107	4777810.053435	0.000000
513396	738784.509836	4777248.612702	0.000000
513397	738763.168029	4778140.651663	0.000000
513399	738781.980469	4777382.193486	0.000000
513400	738773.287585	4777682.842548	0.000000
513406	738780.871424	4777676.114010	0.000000
513407	738791.263432	4777238.852749	0.000000
513408	738772.445563	4777794.988229	0.000000
513410	738771.929608	4777852.025163	0.000000
513414	738776.065157	4777807.001984	0.000000
513415	738772.584556	4777878.435085	0.000000
513416	738786.315679	4777257.760730	0.000000
513417	738754.443545	4778222.253454	0.000000
513418	738783.385196	4777676.213212	0.000000
513420	738780.578957	4777816.511792	0.000000
513422	738788.888609	4777678.407593	0.000000
513423	738771.108787	4778186.253722	0.000000
513426	738806.191003	4777323.651673	0.000000
513433	738817.619044	4777201.413379	0.000000
513438	738804.506043	4777725.112603	0.000000
513442	738802.166657	4778004.790446	0.000000
513447	738827.838379	4777265.031222	0.000000
513448	738830.298698	4777250.850911	0.000000
513449	738810.314711	4777829.707633	0.000000
513450	738812.785188	4777797.335890	0.000000
513452	738805.587318	4778016.663825	0.000000
513455	738815.506386	4777793.839603	0.000000
513458	738806.363908	4778001.245813	0.000000
