LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER,
43.118576,131.887542,9008299,"край. Приморский, г. Владивосток, пер. Краснознаменный, д. 5",1918,22.05.2015 в 20:42,01.12.2014,Не заполнено,Многоквартирный дом,Не заполнено,"ООО ""Управляющая компания Ленинского района""",http://www.reformagkh.ru/mymanager/profile/6955423/,Нет,5,Не заполнено,1,25,Не заполнено,Не заполнено,913.1,885.1,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.118741,131.888045,6931844,"край. Приморский, г. Владивосток, пер. Краснознаменный, д. 9, стр. 11",1936,22.05.2015 в 20:42,01.06.2008,Не заполнено,Многоквартирный дом,Не заполнено,"ООО ""Управляющая компания Ленинского района-1""",http://www.reformagkh.ru/mymanager/profile/8300984/,Нет,4,Не заполнено,2,20,Не заполнено,Не заполнено,1543.6,1399.5,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.118925,131.889204,8751941,"край. Приморский, г. Владивосток, пер. Краснознаменный, д. 12",1918,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,"ООО ""Управляющая компания Ленинского района""",http://www.reformagkh.ru/mymanager/profile/6955423/,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,393.2,357.3,0,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.131743,131.909524,7586964,"край. Приморский, г. Владивосток, ул. Круговая 2-я, д. 7",1930,28.04.2016 в 15:00,01.10.2009,барак,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №13""",http://www.reformagkh.ru/mymanager/profile/7566254/,Нет,2,0,1,4,4,0,253.5,125.5,0,128,1053,0,,Не присвоен,Не имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.131782,131.910251,8949209,"край. Приморский, г. Владивосток, ул. Круговая 2-я, д. 14",2013,22.12.2015 в 05:31,01.05.2014,"Шлакоблок, облицованный кирпичем",Многоквартирный дом,На счете регионального оператора,"ООО ""УК ""ОКЕАН""",http://www.reformagkh.ru/mymanager/profile/8123509/,Нет,24,1,1,160,160,9,16831.5,10477,5438.4,3717.9,Незаполнено,Незаполнено,,B+,Имеется,Не имеется,Не заполнено,Не заполнено,
43.096237,131.866108,6689795,"край. Приморский, г. Владивосток, ул. Крыгина, д. 1",1992,26.02.2016 в 01:44,01.01.2016,1-в2,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,0,8,108,108,0,6127,5326.5,800.5,6127,4866,0,,Не присвоен,Имеется,Не имеется,-,-,
43.096237,131.866108,9099932,"край. Приморский, г. Владивосток, ул. Крыгина, д. 1_",1992,25.02.2016 в 13:30,Не заполнено,кирпичный,Многоквартирный дом,На счете регионального оператора,Не заполнено,,Нет,5,0,8,108,108,0,6127,5326.5,800.5,6127,1000,0,,Не присвоен,Имеется,Не имеется,Не заполнено,Не заполнено,
43.095065,131.864788,6689801,"край. Приморский, г. Владивосток, ул. Крыгина, д. 5",1917,22.03.2016 в 08:38,01.06.2011,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,5,32,32,0,8609.7,6664.1,0,1945.6,3700,Незаполнено,,Не присвоен,Имеется,Не имеется,Не заполнено,Не заполнено,
43.095677,131.86388,8082455,"край. Приморский, г. Владивосток, ул. Крыгина, д. 6",1989,22.03.2016 в 08:48,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,6,Не заполнено,8,136,135,1,10784.7,6664.1,15.6,4105,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.093314,131.862838,6689805,"край. Приморский, г. Владивосток, ул. Крыгина, д. 15",1971,22.03.2016 в 09:01,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,2,47,43,4,2411.2,1844.9,201.2,365.1,1239,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.093492,131.862227,7742311,"край. Приморский, г. Владивосток, ул. Крыгина, д. 16",1994,30.03.2016 в 06:42,08.08.1986,86-014 и 86-011,Многоквартирный дом,На специальном счете организации,ЖСК № 81,http://www.reformagkh.ru/mymanager/profile/8915378/,Нет,9,9,3,108,108,0,6385.2,5914.5,0,470.7,2957,Незаполнено,,C,Имеется,Имеется,"Бельевая площадка, садовые насаждения",Не заполнено,
43.09288,131.862371,8082463,"край. Приморский, г. Владивосток, ул. Крыгина, д. 17",1960,22.03.2016 в 09:13,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,4,Не заполнено,4,56,53,3,4737.41,2939.31,343.1,1455,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.092498,131.86194,8082474,"край. Приморский, г. Владивосток, ул. Крыгина, д. 17а",1973,23.03.2016 в 01:21,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,2,44,41,3,2751.6,1879.7,566,305.9,Незаполнено,Незаполнено,,Не заполнено,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.092945,131.861742,8082483,"край. Приморский, г. Владивосток, ул. Крыгина, д. 28",1981,23.03.2016 в 01:37,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,8,106,102,4,7981.9,5058.9,730,2193,Незаполнено,Незаполнено,,Не присвоен,Имеется,Не имеется,Не заполнено,Не заполнено,
43.09209,131.860997,8082489,"край. Приморский, г. Владивосток, ул. Крыгина, д. 30",1974,23.03.2016 в 01:50,01.12.2010,панельный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,Не заполнено,Не заполнено,Не заполнено,68,68,0,3970,3062,0,908,Незаполнено,Незаполнено,,Не заполнено,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.091082,131.86044,8082496,"край. Приморский, г. Владивосток, ул. Крыгина, д. 34",1976,23.03.2016 в 02:04,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,12,Не заполнено,1,84,84,0,5745,3805,0,1940,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.090582,131.860215,8082511,"край. Приморский, г. Владивосток, ул. Крыгина, д. 36",1976,23.03.2016 в 02:26,01.11.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,12,Не заполнено,1,83,83,0,5758.9,3818.9,0,1940,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.089805,131.859559,8973415,"край. Приморский, г. Владивосток, ул. Крыгина, д. 40, стр. 1",2011,28.03.2016 в 14:45,03.06.2010,кирпичный,Многоквартирный дом,На специальном счете организации,"ТСЖ ""Крыгина, 40""",http://www.reformagkh.ru/mymanager/profile/8916929/,Нет,15,1,1,70,69,1,6387.6,4401.3,301.4,1684.9,5378,Незаполнено,,Не присвоен,Имеется,Не имеется,"лавочки и столы для отдыха взрослых, оборудованное место для сушки белья, клумбы",Не заполнено,
43.089805,131.859559,9046041,"край. Приморский, г. Владивосток, ул. Крыгина, д. 40, стр. 2",2014,28.03.2016 в 14:47,03.06.2010,кирпичный,Многоквартирный дом,На специальном счете организации,"ТСЖ ""Крыгина, 40""",http://www.reformagkh.ru/mymanager/profile/8916929/,Нет,15,1,1,71,70,1,6640.8,4551.4,344.5,933.9,5378,Незаполнено,,Не присвоен,Имеется,Не имеется,"лавочки и столы для отдыха взрослых, оборудованное место для сушки белья, клумбы",Не заполнено,
43.089805,131.859559,9046048,"край. Приморский, г. Владивосток, ул. Крыгина, д. 40, стр. 3",2015,28.03.2016 в 15:11,03.06.2010,кирпичный,Многоквартирный дом,На специальном счете организации,"ТСЖ ""Крыгина, 40""",http://www.reformagkh.ru/mymanager/profile/8916929/,Нет,15,1,1,71,70,1,6493.2,4509.8,341.8,1641.6,5378,Незаполнено,,Не присвоен,Имеется,Не имеется,"лавочки истолы для отдыха взрослых, оборудованное место для сушки белья, клумбы",Не заполнено,
43.089041,131.858724,9106047,"край. Приморский, г. Владивосток, ул. Крыгина, д. 42",2008,09.02.2016 в 16:17,09.10.2007,Не заполнено,Не заполнено,На специальном счете организации,"ТСЖ ""Рейд""",http://www.reformagkh.ru/mymanager/profile/8930838/,Нет,14,1,1,52,51,1,5656.1,3976.2,1679.9,1350,Незаполнено,Незаполнено,,Не заполнено,Имеется,Не имеется,Не заполнено,Не заполнено,
43.088554,131.858383,8068535,"край. Приморский, г. Владивосток, ул. Крыгина, д. 42А",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Многоквартирный дом,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,2940.6,2603.7,336.9,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.088554,131.858383,8086710,"край. Приморский, г. Владивосток, ул. Крыгина, д. 42а_",2007,15.04.2016 в 01:18,01.12.2010,панельный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,10,Не заполнено,4,159,159,0,10625.6,7227,0,3398.6,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085808,131.85814,6689812,"край. Приморский, г. Владивосток, ул. Крыгина, д. 51",1958,18.04.2016 в 16:38,15.12.2015,шлакоблочный,Многоквартирный дом,На счете регионального оператора,"МУПВ ""Центральный""",http://www.reformagkh.ru/mymanager/profile/8922522/,Нет,2,2,2,20,20,0,931,691.5,0,239.5,767,0,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085808,131.85814,8886751,"край. Приморский, г. Владивосток, ул. Крыгина, д. 51, к. .",1960,22.05.2015 в 20:42,Не заполнено,не определен,Многоквартирный дом,Не заполнено,Не заполнено,,Нет,3,Не заполнено,1,20,Не заполнено,Не заполнено,794.4,794.4,0,Незаполнено,1332,Незаполнено,,C,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.085723,131.858607,6689817,"край. Приморский, г. Владивосток, ул. Крыгина, д. 51а",1958,23.03.2016 в 02:57,01.12.2010,шлакоблочный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,1,29,29,0,911.5,447.7,0,463.8,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085473,131.8584,8082502,"край. Приморский, г. Владивосток, ул. Крыгина, д. 51б",1959,23.03.2016 в 03:08,01.01.2011,шлакоблочный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,1,33,33,0,1000.1,537.1,0,463,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085407,131.857817,6545617,"край. Приморский, г. Владивосток, ул. Крыгина, д. 53",1953,23.03.2016 в 03:15,01.11.2010,шлакоблочный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,1,16,16,0,1339,703,0,636,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.08517,131.858194,6689820,"край. Приморский, г. Владивосток, ул. Крыгина, д. 53а",1959,23.03.2016 в 03:21,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,1,33,33,0,982.1,519.1,0,463,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.084873,131.857933,6689830,"край. Приморский, г. Владивосток, ул. Крыгина, д. 55",1959,15.04.2016 в 04:10,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,2,Не заполнено,1,33,33,0,982,519,0,463,1212,Незаполнено,,Не присвоен,Имеется,Не имеется,Не заполнено,Не заполнено,
43.086493,131.85779,9111433,"край. Приморский, г. Владивосток, ул. Крыгина, д. 74",1964,05.04.2016 в 03:29,10.02.2016,Кирпиный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Эгершельд ДВ""",http://www.reformagkh.ru/mymanager/profile/8804978/,Нет,5,1,2,110,110,0,2877.2,1970.8,0,906.4,0,0,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.086118,131.857484,9111494,"край. Приморский, г. Владивосток, ул. Крыгина, д. 76",1962,06.04.2016 в 03:33,12.02.2016,Кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Эгершельд ДВ""",http://www.reformagkh.ru/mymanager/profile/8804978/,Нет,5,1,2,108,105,3,2855.2,2115.1,220.4,519.7,0,0,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085539,131.857269,9084655,"край. Приморский, г. Владивосток, ул. Крыгина, д. 78",1964,23.03.2016 в 03:35,01.11.2015,кирпичная,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,1,86,86,0,1355.7,1098.7,0,257,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085315,131.85664,8854153,"край. Приморский, г. Владивосток, ул. Крыгина, д. 80",1964,23.03.2016 в 03:43,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,1,86,86,0,1355.7,1098.7,0,257,Незаполнено,Незаполнено,,Не заполнено,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085295,131.855607,6689832,"край. Приморский, г. Владивосток, ул. Крыгина, д. 82",1970,23.03.2016 в 03:56,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,5,Не заполнено,6,91,90,1,5622.1,4396.9,389.2,836,3352,Незаполнено,,Не заполнено,Имеется,Не имеется,Не заполнено,Не заполнено,
43.085848,131.856748,6940623,"край. Приморский, г. Владивосток, ул. Крыгина, д. 84",1992,23.03.2016 в 07:26,01.12.2010,кирпичный,Многоквартирный дом,На счете регионального оператора,"ООО ""УК Фрунзенского района""",http://www.reformagkh.ru/mymanager/profile/6953242/,Нет,14,Не заполнено,1,84,84,0,7288.3,4635.3,0,2653,Незаполнено,Незаполнено,,Не присвоен,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.085591,131.85363,8127224,"край. Приморский, г. Владивосток, ул. Крыгина, д. 86 ""В""",2010,22.12.2015 в 07:01,01.05.2013,"Шлакоблок, облицованный кирпичем",Многоквартирный дом,На счете регионального оператора,"ООО ""УК ""ОКЕАН""",http://www.reformagkh.ru/mymanager/profile/8123509/,Нет,15,1,2,215,211,4,19379.2,13759.8,5620,19379.2,6177,Незаполнено,,B+,Имеется,Имеется,Не заполнено,Не заполнено,
43.085591,131.85363,9310146,"край. Приморский, г. Владивосток, ул. Крыгина, д. 86в",Не заполнено,09.04.2016 в 08:13,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.081957,131.850846,9315818,"край. Приморский, г. Владивосток, ул. Крыгина, д. 94",2015,18.04.2016 в 06:51,13.04.2016,25:28:020038:196,Многоквартирный дом,На специальном счете у регионального оператора,"ООО ""УК ""Армада""",http://www.reformagkh.ru/mymanager/profile/7850390/,Нет,25,25,2,496,325,171,28400.4,17470.4,4212.1,3033.5,6511,Незаполнено,,A,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.167806,131.922432,7008770,"край. Приморский, г. Владивосток, ул. Кутузова, д. 3",1962,12.04.2016 в 07:48,24.11.2008,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 6""",http://www.reformagkh.ru/mymanager/profile/6946974/,Нет,5,1,4,80,80,0,4527.8,3527.4,0,1000.4,3894,0,,D,Не имеется,Не имеется,бельевая площадка,Не заполнено,
43.167629,131.923906,7667303,"край. Приморский, г. Владивосток, ул. Кутузова, д. 3, к. а",1962,06.04.2016 в 03:14,20.09.2009,"кирпичный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 8""",http://www.reformagkh.ru/mymanager/profile/6946972/,Нет,5,1,4,38,38,7,3460.4,2581.8,606.3,276,3486,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.16801,131.921453,7669879,"край. Приморский, г. Владивосток, ул. Кутузова, д. 4",1963,08.04.2016 в 06:29,20.12.2008,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,5,1,3,60,60,0,2796.9,2593.2,0,203.7,3326.9,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.166978,131.92245,7008771,"край. Приморский, г. Владивосток, ул. Кутузова, д. 5",1962,12.04.2016 в 07:57,28.02.2009,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 6""",http://www.reformagkh.ru/mymanager/profile/6946974/,Нет,5,1,4,80,80,0,4576.1,3579.9,0,996.2,3318,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.167333,131.924346,7667306,"край. Приморский, г. Владивосток, ул. Кутузова, д. 5, к. в",1962,06.04.2016 в 03:19,05.06.2009,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 8""",http://www.reformagkh.ru/mymanager/profile/6946972/,Нет,5,1,3,60,60,0,2805.5,2595.2,0,210.3,3318,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.166912,131.923169,7008772,"край. Приморский, г. Владивосток, ул. Кутузова, д. 5А",1962,12.04.2016 в 08:25,05.02.2009,"панельный жилой дом, нет проекта.",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 6""",http://www.reformagkh.ru/mymanager/profile/6946974/,Нет,5,1,3,60,60,0,3329.8,2591.6,0,738.2,3329.8,0,,D,Имеется,Не имеется,Не заполнено,Не заполнено,
43.167103,131.92378,7008773,"край. Приморский, г. Владивосток, ул. Кутузова, д. 5Б",1962,12.04.2016 в 08:27,20.12.2008,"кирпичный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 6""",http://www.reformagkh.ru/mymanager/profile/6946974/,Нет,5,1,3,60,60,0,3304.1,2603.1,0,701,3304.1,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.167609,131.921884,7669883,"край. Приморский, г. Владивосток, ул. Кутузова, д. 6",1963,19.02.2016 в 05:57,21.08.2015,"панельный жилой дом, нет проекта",Многоквартирный дом,На специальном счете у регионального оператора,"ООО ""УК СТАНДАРТ""",http://www.reformagkh.ru/mymanager/profile/8643145/,Нет,5,5,4,80,80,0,3540.4,2418.2,0,1122.1,4065,0,,D,Имеется,Не имеется,"Асфальтобетонное покрытие тротуаров и проезда, газоны с зелёными насаждениями",В соответствии с решением общего собрания собственники и наниматели помещений вносят плату за коммунальные ресурсы непосредственно ресурсоснабжающим организациям,
43.166202,131.923115,7667248,"край. Приморский, г. Владивосток, ул. Кутузова, д. 7",1963,08.04.2016 в 06:35,26.09.2008,"панельный жилой дом, нет проекта.",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,5,1,4,80,80,0,3794.7,3514.7,0,280,4509.5,0,,D,Не имеется,Не имеется,Не заполнено,Не заполнено,
43.166912,131.92157,8691562,"край. Приморский, г. Владивосток, ул. Кутузова, д. 8",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.166971,131.920465,7667253,"край. Приморский, г. Владивосток, ул. Кутузова, д. 8, к. б",1963,08.04.2016 в 06:45,26.11.2008,"панельный жилой дом, нет проекта.",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,5,1,4,80,80,0,3830.2,3547.9,0,282.3,4556.6,0,,D,Имеется,Имеется,Не заполнено,Не заполнено,
43.166892,131.919854,7667256,"край. Приморский, г. Владивосток, ул. Кутузова, д. 8, к. в",1963,08.04.2016 в 07:18,28.11.2008,"панельный жилой дом, нет проекта.",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,5,1,4,80,80,0,3820.2,3540.2,0,280,4543.5,0,,D,Имеется,Имеется,Не заполнено,Не заполнено,
43.166978,131.921004,7565970,"край. Приморский, г. Владивосток, ул. Кутузова, д. 8А",1963,11.04.2016 в 02:56,01.02.2010,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,УК «ЛиК»,http://www.reformagkh.ru/mymanager/profile/6947916/,Нет,5,1,4,80,80,0,3890,3556.3,771,0,4381,0,,D,Имеется,Не имеется,бельевая площадка,Не заполнено,
43.166971,131.920465,6689836,"край. Приморский, г. Владивосток, ул. Кутузова, д. 8Б",1963,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3881.9,3547.9,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.121531,131.950235,6966541,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 2",1995,07.04.2016 в 04:04,01.08.2007,83,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания 71-го микрорайона""",http://www.reformagkh.ru/mymanager/profile/6957767/,Нет,10,10,10,389,389,0,29047.35,22949.55,0,6097.8,16767,0,,Не присвоен,Имеется,Не имеется,-,-,
43.120741,131.948241,9106866,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 2, стр. Д",2015,19.04.2016 в 05:29,21.02.2013,кирпичный,Многоквартирный дом,На специальном счете организации,"ТСЖ ""Ладыгина 2 ""Д""",http://www.reformagkh.ru/mymanager/profile/8931067/,Нет,16,16,1,128,117,11,6187,5556.2,630.8,0,3000,500,,A,Имеется,Не имеется,нет,нет,
43.120741,131.948241,9110144,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 2Д",2015,31.03.2016 в 10:34,02.03.2016,Монолитно-кирпичный,Многоквартирный дом,Не определен,"ТСН ""НКС""",http://www.reformagkh.ru/mymanager/profile/8931809/,Нет,16,1,1,123,117,6,6220,5589.2,630.8,Незаполнено,5996,500,,Не заполнено,Имеется,Не заполнено,Не заполнено,Не заполнено,
43.121327,131.951807,6966543,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 4",1991,01.05.2016 в 04:29,15.06.2015,не указаны в техпаспорте,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания 71-го микрорайона""",http://www.reformagkh.ru/mymanager/profile/6957767/,Нет,9,9,1,127,126,1,6228.2,4562.8,627.4,1645.1,2904,0,,Не присвоен,Имеется,Не имеется,-,-,
43.121327,131.951807,9058299,"край. Приморский, г. Владивосток, ул. Ладыгина, д.   № 4",Не заполнено,15.06.2015 в 14:28,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.121327,131.951807,9105447,"край. Приморский, г. Владивосток, ул. Ладыгина, д. №4",Не заполнено,05.02.2016 в 04:53,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.121327,131.951807,9058301,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 4.",1991,09.02.2016 в 07:44,12.05.2015,не указано в тех.паспорте,Многоквартирный дом,На счете регионального оператора,"ООО "" УК ""Хороший Дом""",http://www.reformagkh.ru/mymanager/profile/6951677/,Нет,9,9,1,127,126,1,6228.2,4562.8,627.4,1645.1,2904,Незаполнено,,Не присвоен,Имеется,Не имеется,Не заполнено,Не заполнено,
43.122314,131.955221,6966545,"край. Приморский, г. Владивосток, ул. Ладыгина, д. 5",1991,07.04.2016 в 04:06,06.08.2007,не указаны в техпаспорте,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания 71-го микрорайона""",http://www.reformagkh.ru/mymanager/profile/6957767/,Нет,10,10,6,240,240,0,17437.4,14085.9,0,3351.5,5655,0,,Не присвоен,Имеется,Не имеется,-,-,
